Deskripsi Kode|Material|Plant|Sloc|Quantity
HRC (Excl N1)|HCF|HSM|H104|                 11,840
HRC (Excl N1)|HCF|HSM|H104|                116,000
HRC (Excl N1)|HCF|HSM|H104|                 46,880
HRC (Excl N1)|HCF|HSM|H104|                 26,480
HRC (Excl N1)|HCF|HSM|H104|                 14,260
HRC (Excl N1)|HCF|HSM|H104|                 14,140
HRC (Excl N1)|HCF|HSM|H104|                 70,200
HRC (Excl N1)|HCF|HSM|H104|                  9,360
HRC (Excl N1)|HCF|HSM|H104|                 28,540
HRC (Excl N1)|HCF|HSM|H104|                567,260
HRC (Excl N1)|HCF|HSM|H104|                 98,540
HRC (Excl N1)|HCF|HSM|H104|                 20,600
HRC (Excl N1)|HCF|HSM|H104|                 14,480
HRC (Excl N1)|HCF|HSM|H104|                 14,680
HRC (Excl N1)|HCF|HSM|H104|                 14,720
HRC (Excl N1)|HCF|HSM|H104|                129,510
HRC (Excl N1)|HCF|HSM|H104|                136,560
HRC (Excl N1)|HCF|HSM|H104|                148,140
HRC (Excl N1)|HCF|HSM|H104|                129,080
HRC (Excl N1)|HCF|HSM|H104|                 32,300
HRC (Excl N1)|HCF|HSM|H104|                 65,940
HRC (Excl N1)|HCF|HSM|H104|                  8,380
HRC (Excl N1)|HCF|HSM|H104|                 62,500
HRC (Excl N1)|HCF|HSM|H104|                 55,680
HRC (Excl N1)|HCF|HSM|H104|                  6,300
HRC (Excl N1)|HCF|HSM|H104|                268,360
HRC (Excl N1)|HCF|HSM|H104|                 11,240
HRC (Excl N1)|HCF|HSM|H104|                 30,080
HRC (Excl N1)|HCF|HSM|H104|                 37,180
HRC (Excl N1)|HCF|HSM|H104|                 15,300
HRC (Excl N1)|HCF|HSM|H104|                  7,550
HRC (Excl N1)|HCF|HSM|H104|                 53,170
HRC (Excl N1)|HCF|HSM|H104|                  7,520
HRC (Excl N1)|HCF|HSM|H104|                  7,320
HRC (Excl N1)|HCF|HSM|H104|                  6,140
HRC (Excl N1)|HCF|HSM|H104|                 12,580
HRC (Excl N1)|HCF|HSM|H104|                 11,150
HRC (Excl N1)|HCF|HSM|H104|                 11,880
HRC (Excl N1)|HCF|HSM|H104|                 20,140
HRC (Excl N1)|HCF|HSM|H104|                 59,040
HRC (Excl N1)|HCF|HSM|H104|                 29,980
HRC (Excl N1)|HCF|HSM|H104|                 21,920
HRC (Excl N1)|HCF|HSM|H104|                  9,800
HRC (Excl N1)|HCF|HSM|H104|                  7,840
HRC (Excl N1)|HCF|HSM|H104|                 20,420
HRC (Excl N1)|HCF|HSM|H104|                 31,760
HRC (Excl N1)|HCF|HSM|H104|                  7,960
HRC (Excl N1)|HCF|HSM|H104|                 13,180
HRC (Excl N1)|HCF|HSM|H104|                  5,320
HRC (Excl N1)|HCF|HSM|H104|                  7,860
HRC (Excl N1)|HCF|HSM|H104|                 19,800
HRC (Excl N1)|HCF|HSM|H104|                 10,560
HRC (Excl N1)|HCF|HSM|H104|                  6,540
HRC (Excl N1)|HCF|HSM|H104|                 10,480
HRC (Excl N1)|HCF|HSM|H104|                 53,460
HRC (Excl N1)|HCF|HSM|H104|                 10,800
HRC (Excl N1)|HCF|HSM|H104|                 11,420
HRC (Excl N1)|HCF|HSM|H104|                  6,660
HRC (Excl N1)|HCF|HSM|H104|                  6,700
HRC (Excl N1)|HCF|HSM|H104|                 17,760
HRC (Excl N1)|HCF|HSM|H104|                 32,500
HRC (Excl N1)|HCF|HSM|H104|                 20,440
HRC (Excl N1)|HCF|HSM|H104|                 10,660
HRC (Excl N1)|HCF|HSM|H104|                  9,920
HRC (Excl N1)|HCF|HSM|H104|                  9,700
HRC (Excl N1)|HCF|HSM|H104|                 10,940
HRC (Excl N1)|HCF|HSM|H104|                 46,860
HRC (Excl N1)|HCF|HSM|H104|                 10,100
HRC (Excl N1)|HCF|HSM|H104|                 10,520
HRC (Excl N1)|HCF|HSM|H104|                  8,800
HRC (Excl N1)|HCF|HSM|H104|                 10,600
HRC (Excl N1)|HCF|HSM|H104|                 10,300
HRC (Excl N1)|HCF|HSM|H104|                 10,880
HRC (Excl N1)|HCF|HSM|H104|                 10,820
HRC (Excl N1)|HCF|HSM|H104|                 15,400
HRC (Excl N1)|HCF|HSM|H104|                  5,620
HRC (Excl N1)|HCF|HSM|H104|                 22,160
HRC (Excl N1)|HCF|HSM|H104|                 12,560
HRC (Excl N1)|HCF|HSM|H104|                 13,360
HRC (Excl N1)|HCF|HSM|H104|                 11,080
HRC (Excl N1)|HCF|HSM|H104|                  9,520
HRC (Excl N1)|HCF|HSM|H104|                197,660
HRC (Excl N1)|HCF|HSM|H104|                169,980
HRC (Excl N1)|HCF|HSM|H104|                 32,300
HRC (Excl N1)|HCF|HSM|H104|                 30,520
HRC (Excl N1)|HCF|HSM|H104|                  9,820
HRC (Excl N1)|HCF|HSM|H104|                  9,120
HRC (Excl N1)|HCF|HSM|H104|                 19,260
HRC (Excl N1)|HCF|HSM|H104|                 16,260
HRC (Excl N1)|HCF|HSM|H104|                  7,400
HRC (Excl N1)|HCF|HSM|H104|                  9,600
HRC (Excl N1)|HCF|HSM|H104|                  9,640
HRC (Excl N1)|HCF|HSM|H104|                 11,020
HRC (Excl N1)|HCF|HSM|H104|                 27,440
HRC (Excl N1)|HCF|HSM|H104|                  7,280
HRC (Excl N1)|HCF|HSM|H104|                  9,000
HRC (Excl N1)|HCF|HSM|H104|                 10,840
HRC (Excl N1)|HCF|HSM|H104|                 11,220
HRC (Excl N1)|HCF|HSM|H104|                 10,000
HRC (Excl N1)|HCF|HSM|H104|                 10,400
HRC (Excl N1)|HCF|HSM|H104|                 14,840
HRC (Excl N1)|HCF|HSM|H104|                 11,040
HRC (Excl N1)|HCF|HSM|H104|                 11,060
HRC (Excl N1)|HCF|HSM|H104|                  9,640
HRC (Excl N1)|HCF|HSM|H104|                 10,780
HRC (Excl N1)|HCF|HSM|H104|                 11,320
HRC (Excl N1)|HCF|HSM|H104|                  9,640
HRC (Excl N1)|HCF|HSM|H104|                  9,560
HRC (Excl N1)|HCF|HSM|H104|                  9,960
HRC (Excl N1)|HCF|HSM|H104|                  8,940
HRC (Excl N1)|HCF|HSM|H104|                  7,580
HRC (Excl N1)|HCF|HSM|H104|                 10,120
HRC (Excl N1)|HCF|HSM|H104|                 10,320
HRC (Excl N1)|HCF|HSM|H104|                 12,080
HRC (Excl N1)|HCF|HSM|H104|                  8,460
HRC (Excl N1)|HCF|HSM|H104|                  8,120
HRC (Excl N1)|HCF|HSM|H104|                 19,540
HRC (Excl N1)|HCF|HSM|H104|                 50,800
HRC (Excl N1)|HCF|HSM|H104|                  9,800
HRC (Excl N1)|HCF|HSM|H104|                  8,440
HRC (Excl N1)|HCF|HSM|H104|                 16,140
HRC (Excl N1)|HCF|HSM|H104|                 16,420
HRC (Excl N1)|HCF|HSM|H104|                 16,460
HRC (Excl N1)|HCF|HSM|H104|                  8,280
HRC (Excl N1)|HCF|HSM|H104|                  8,080
HRC (Excl N1)|HCF|HSM|H104|                 16,360
HRC (Excl N1)|HCF|HSM|H104|                  8,120
HRC (Excl N1)|HCF|HSM|H104|                 10,740
HRC (Excl N1)|HCF|HSM|H104|                 10,520
HRC (Excl N1)|HCF|HSM|H104|                 10,440
HRC (Excl N1)|HCF|HSM|H104|                 10,300
HRC (Excl N1)|HCF|HSM|H104|                 16,240
HRC (Excl N1)|HCF|HSM|H104|                 20,980
HRC (Excl N1)|HCF|HSM|H104|                 51,420
HRC (Excl N1)|HCF|HSM|H104|                 89,500
HRC (Excl N1)|HCF|HSM|H104|                 45,120
HRC (Excl N1)|HCF|HSM|H104|                  7,480
HRC (Excl N1)|HCF|HSM|H104|                 22,420
HRC (Excl N1)|HCF|HSM|H104|                 22,540
HRC (Excl N1)|HCF|HSM|H104|                 37,480
HRC (Excl N1)|HCF|HSM|H104|                 30,080
HRC (Excl N1)|HCF|HSM|H104|                 39,360
HRC (Excl N1)|HCF|HSM|H104|                 22,180
HRC (Excl N1)|HCF|HSM|H104|                 33,740
HRC (Excl N1)|HCF|HSM|H104|                 21,940
HRC (Excl N1)|HCF|HSM|H104|                 44,860
HRC (Excl N1)|HCF|HSM|H104|                 71,580
HRC (Excl N1)|HCF|HSM|H104|                 34,100
HRC (Excl N1)|HCF|HSM|H104|                 10,900
HRC (Excl N1)|HCF|HSM|H104|                 56,680
HRC (Excl N1)|HCF|HSM|H104|                 30,000
HRC (Excl N1)|HCF|HSM|H104|                 70,620
HRC (Excl N1)|HCF|HSM|H105|                 25,100
HRC (Excl N1)|HCF|HSM|H106|                 18,620
HRC (Excl N1)|HCF|HSM|H109|                  7,470
HRC (Excl N1)|HCF|HSM|H109|                 16,660
HRC (Excl N1)|HCF|HSM|H109|                 16,750
HRC (Excl N1)|HCF|HSM|H109|                 19,600
HRC (Excl N1)|HCF|HSM|H109|                 49,400
HRC (Excl N1)|HCF|HSM|H109|                134,640
HRC (Excl N1)|HCF|HSM|H109|                 38,560
HRC (Excl N1)|HCF|HSM|H109|                164,210
HRC (Excl N1)|HCF|HSM|H109|                182,210
HRC (Excl N1)|HCF|HSM|H109|                213,960
HRC (Excl N1)|HCF|HSM|H109|                 84,840
HRC (Excl N1)|HCF|HSM|H109|                 46,020
HRC (Excl N1)|HCF|HSM|H109|                 22,490
HRC (Excl N1)|HCF|HSM|H109|                 48,320
HRC (Excl N1)|HCF|HSM|H109|                307,240
HRC (Excl N1)|HCF|HSM|H109|                 80,650
HRC (Excl N1)|HCF|HSM|H109|                 39,800
HRC (Excl N1)|HCF|HSM|H109|                 50,130
HRC (Excl N1)|HCF|HSM|H109|                263,120
HRC (Excl N1)|HCF|HSM|H109|                287,100
HRC (Excl N1)|HCF|HSM|H109|                261,900
HRC (Excl N1)|HCF|HSM|H109|                 22,040
HRC (Excl N1)|HCF|HSM|H109|                 55,420
HRC (Excl N1)|HCF|HSM|H109|                 16,810
HRC (Excl N1)|HCF|HSM|H109|                 80,160
HRC (Excl N1)|HCF|HSM|H109|                 16,840
HRC (Excl N1)|HCF|HSM|H109|                 19,530
HRC (Excl N1)|HCF|HSM|H109|                 15,280
HRC (Excl N1)|HCF|HSM|H109|                 67,320
HRC (Excl N1)|HCF|HSM|H109|                 61,580
HRC (Excl N1)|HCF|HSM|H109|                 33,790
HRC (Excl N1)|HCF|HSM|H109|                 13,860
HRC (Excl N1)|HCF|HSM|H109|                 51,320
HRC (Excl N1)|HCF|HSM|H109|                 33,740
HRC (Excl N1)|HCF|HSM|H109|                 16,720
HRC (Excl N1)|HCF|HSM|H109|                 20,540
HRC (Excl N1)|HCF|HSM|H109|                 16,770
HRC (Excl N1)|HCF|HSM|H109|                 18,600
HRC (Excl N1)|HCF|HSM|H109|                345,880
HRC (Excl N1)|HCF|HSM|H109|                 39,200
HRC (Excl N1)|HCF|HSM|H109|                 25,920
HRC (Excl N1)|HCF|HSM|H109|                 21,790
HRC (Excl N1)|HCF|HSM|H109|                 26,820
HRC (Excl N1)|HCF|HSM|H109|                 24,390
HRC (Excl N1)|HCF|HSM|H109|                 47,940
HRC (Excl N1)|HCF|HSM|H109|                243,800
HRC (Excl N1)|HCF|HSM|H109|                 25,240
HRC (Excl N1)|HCF|HSM|H109|                 27,120
HRC (Excl N1)|HCF|HSM|H109|                 25,280
HRC (Excl N1)|HCF|HSM|H109|                 17,500
HRC (Excl N1)|HCF|HSM|H109|                 22,510
HRC (Excl N1)|HCF|HSM|H109|                 19,420
HRC (Excl N1)|HCF|HSM|H109|                 22,920
HRC (Excl N1)|HCF|HSM|H109|                 16,900
HRC (Excl N1)|HCF|HSM|H109|                 67,080
HRC (Excl N1)|HCF|HSM|H109|                128,720
HRC (Excl N1)|HCF|HSM|H109|                 22,020
HRC (Excl N1)|HCF|HSM|H109|                290,190
HRC (Excl N1)|HCF|HSM|H109|                283,140
HRC (Excl N1)|HCF|HSM|H109|                413,330
HRC (Excl N1)|HCF|HSM|H109|                113,040
HRC (Excl N1)|HCF|HSM|H109|                157,220
HRC (Excl N1)|HCF|HSM|H109|                112,990
HRC (Excl N1)|HCF|HSM|H109|                626,240
HRC (Excl N1)|HCF|HSM|H109|                533,840
HRC (Excl N1)|HCF|HSM|H109|                 75,960
HRC (Excl N1)|HCF|HSM|H109|                207,240
HRC (Excl N1)|HCF|HSM|H109|                101,410
HRC (Excl N1)|HCF|HSM|H109|                101,860
HRC (Excl N1)|HCF|HSM|H109|                714,360
HRC (Excl N1)|HCF|HSM|H109|                353,190
HRC (Excl N1)|HCF|HSM|H109|                 21,040
HRC (Excl N1)|HCF|HSM|H109|                 80,680
HRC (Excl N1)|HCF|HSM|H109|                 20,100
HRC (Excl N1)|HCF|HSM|H109|                159,700
HRC (Excl N1)|HCF|HSM|H109|                539,580
HRC (Excl N1)|HCF|HSM|H109|                 14,300
HRC (Excl N1)|HCF|HSM|H109|                 21,900
HRC (Excl N1)|HCF|HSM|H109|                 33,520
HRC (Excl N1)|HCF|HSM|H109|                253,020
HRC (Excl N1)|HCF|HSM|H109|                201,550
HRC (Excl N1)|HCF|HSM|H109|                202,900
HRC (Excl N1)|HCF|HSM|H109|                279,240
HRC (Excl N1)|HCF|HSM|H109|                 19,580
HRC (Excl N1)|HCF|HSM|H109|                117,740
HRC (Excl N1)|HCF|HSM|H109|                112,390
HRC (Excl N1)|HCF|HSM|H109|                 50,530
HRC (Excl N1)|HCF|HSM|H109|                 33,220
HRC (Excl N1)|HCF|HSM|H109|                295,370
HRC (Excl N1)|HCF|HSM|H109|                244,700
HRC (Excl N1)|HCF|HSM|H109|                327,660
HRC (Excl N1)|HCF|HSM|H109|                458,180
HRC (Excl N1)|HCF|HSM|H109|                482,500
HRC (Excl N1)|HCF|HSM|H109|                136,980
HRC (Excl N1)|HCF|HSM|H109|                 45,180
HRC (Excl N1)|HCF|HSM|H109|                 45,180
HRC (Excl N1)|HCF|HSM|H109|                 14,720
HRC (Excl N1)|HCF|HSM|H109|                 75,240
HRC (Excl N1)|HCF|HSM|H109|                387,320
HRC (Excl N1)|HCF|HSM|H109|                365,780
HRC (Excl N1)|HCF|HSM|H109|                410,980
HRC (Excl N1)|HCF|HSM|H109|                208,720
HRC (Excl N1)|HCF|HSM|H109|                322,160
HRC (Excl N1)|HCF|HSM|H109|                195,940
HRC (Excl N1)|HCF|HSM|H109|                343,440
HRC (Excl N1)|HCF|HSM|H109|                 19,680
HRC (Excl N1)|HCF|HSM|H109|                 66,800
HRC (Excl N1)|HCF|HSM|H109|                 16,860
HRC (Excl N1)|HCF|HSM|H109|                 21,360
HRC (Excl N1)|HCF|HSM|H109|                 67,350
HRC (Excl N1)|HCF|HSM|H109|                 16,200
HRC (Excl N1)|HCF|HSM|H109|                 50,680
