IM Position|Description|Approval Year|Program Plan|Program Budget|Appr. Request Plan|MRA Available Budget|Appr. Request|AR Description|AR Value|Actual
113011-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK07-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08|GM Security & General Affair|2018|           21000000|           10500000|                  0|           10500000|||                  0|                  0
113011-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08-6105004|Biaya Perawatan Kendaraan & Alat Angkut|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK08-6108005|Telepon, Teleks dan Facsimile|2018|           15000000|            7500000|                  0|            7500000|||                  0|                  0
113011-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            6000000|            3000000|                  0|            3000000|||                  0|                  0
113011-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK09-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113011-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012|Dinas Pengecoran (Casting) Slab Baja I|2018|           68000000|           34000000|                  0|           34000000|||                  0|                  0
113012-PK04|GM Inventory & Master Data|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK04-6109001|Biaya Gudang dan Pengurusan Barang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK08|GM Security & General Affair|2018|           68000000|           34000000|                  0|           34000000|||                  0|                  0
113012-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK08-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK08-6105004|Biaya Perawatan Kendaraan & Alat Angkut|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK08-6108005|Telepon, Teleks dan Facsimile|2018|           48000000|           24000000|                  0|           24000000|||                  0|                  0
113012-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           20000000|           10000000|                  0|           10000000|||                  0|                  0
113012-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113012-PK12-6111004|Biaya SPD Pelatihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013|Dinas Proses Sekunder Slab Baja I|2018|           16000000|            8000000|                  0|            8000000|||                  0|                  0
113013-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK08|GM Security & General Affair|2018|           16000000|            8000000|                  0|            8000000|||                  0|                  0
113013-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK08-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK08-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK08-6108005|Telepon, Teleks dan Facsimile|2018|            5000000|            2500000|                  0|            2500000|||                  0|                  0
113013-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           11000000|            5500000|                  0|            5500000|||                  0|                  0
113013-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113013-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022|Divisi SSP II|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK03|GM Corporate Finance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK03-6106001|Biaya Asuransi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK04|GM Inventory & Master Data|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK04-6109001|Biaya Gudang dan Pengurusan Barang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK05|GM Program Management Office|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK05-1401003|Gedung Dan Bangunan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK05-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105010|Pemakaian Suku Cadang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK07-6106008|Biaya Sewa Alat Berat|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-1401005|Transportasi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK09-6110002|Biaya R&D Yang Dibebankan Langsung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK10-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113022-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113023|Manajemen Lingk Divisi SSP II|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113023-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113023-PK07-6106008|Biaya Sewa Alat Berat|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113023-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113023-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113023-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031|Dinas Melting Slab Steel Plant II|2018|           24000000|           12000000|                  0|           12000000|||                  0|                  0
113031-PK04|GM Inventory & Master Data|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK04-6109001|Biaya Gudang dan Pengurusan Barang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07-6105010|Pemakaian Suku Cadang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK08|GM Security & General Affair|2018|           24000000|           12000000|                  0|           12000000|||                  0|                  0
113031-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK08-6108005|Telepon, Teleks dan Facsimile|2018|           15000000|            7500000|                  0|            7500000|||                  0|                  0
113031-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            9000000|            4500000|                  0|            4500000|||                  0|                  0
113031-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK09-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK09-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK10|GM SCM & Quality Assurance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK10-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113031-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032|Dinas Casting Slab Steel Plant II|2018|           32000000|           16000000|                  0|           16000000|||                  0|                  0
113032-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK07-6105010|Pemakaian Suku Cadang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK08|GM Security & General Affair|2018|           32000000|           16000000|                  0|           16000000|||                  0|                  0
113032-PK08-6108005|Telepon, Teleks dan Facsimile|2018|           20000000|           10000000|                  0|           10000000|||                  0|                  0
113032-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            8000000|            4000000|                  0|            4000000|||                  0|                  0
113032-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|            4000000|            2000000|                  0|            2000000|||                  0|                  0
113032-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113032-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033|Din Secondary Process Slab SteelPlant II|2018|           24000000|           12000000|                  0|           12000000|||                  0|                  0
113033-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK07-6105010|Pemakaian Suku Cadang|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK08|GM Security & General Affair|2018|           24000000|           12000000|                  0|           12000000|||                  0|                  0
113033-PK08-6108005|Telepon, Teleks dan Facsimile|2018|           18000000|            9000000|                  0|            9000000|||                  0|                  0
113033-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|            6000000|            3000000|                  0|            3000000|||                  0|                  0
113033-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113033-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052|Refractory Slab Plant I|2018|           20000000|            5000000|                  0|            5000000|||                  0|                  0
113052-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK07|GM Central Maintenance & Facilities|2018|           20000000|            5000000|                  0|            5000000|||                  0|                  0
113052-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK07-6105010|Pemakaian Suku Cadang|2018|           20000000|            5000000|                  0|            5000000|||                  0|                  0
113052-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK08-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113052-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053|Refractory Slab Plant II|2018|           30000000|            7500000|                  0|            7500000|||                  0|                  0
113053-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK07|GM Central Maintenance & Facilities|2018|           30000000|            7500000|                  0|            7500000|||                  0|                  0
113053-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK07-6105010|Pemakaian Suku Cadang|2018|           30000000|            7500000|                  0|            7500000|||                  0|                  0
113053-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK08|GM Security & General Affair|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK08-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113053-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101|Div Maintenance Service ISM & Auxiliary|2018|         1211500000|         1211500000|           16500000|         1195000000|||                  0|                  0
113101-PK03|GM Corporate Finance|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK03-6106001|Biaya Asuransi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK06-6102007|Makan & Ekstra Food|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK06-6110001|Biaya Tenaga Ahli dan Konsultan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK06-6111005|Biaya Peningkatan Mutu Manajemen|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07|GM Central Maintenance & Facilities|2018|          975500000|          975500000|                  0|          975500000|||                  0|                  0
113101-PK07-1401004|Mesin|2018|          653000000|          653000000|                  0|          653000000|||                  0|                  0
113101-PK07-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105001|Biaya Perawatan Mesin dan Pabrik|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105002|Biaya Perawatan Gedung|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105003|Biaya Perawatan Prasarana|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105004|Biaya Perawatan Kendaraan & Alat Angkut|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105005|Biaya Perawatan Lapangan dan Lingkungan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105008|Biaya Perawatan Overhoul|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105012|Biaya Reparasi Dan Perawatan Non Spare|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK07-6105099|Biaya Reparasi Dan Perawatan lainnya|2018|          322500000|          322500000|                  0|          322500000|||                  0|                  0
113101-PK07-6106004|Biaya Sewa Lain-Lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK08|GM Security & General Affair|2018|          224000000|          224000000|           16500000|          207500000|||                  0|                  0
113101-PK08-1401006|Peralatan|2018|            6000000|            6000000|                  0|            6000000|||                  0|                  0
113101-PK08-1401008|Aktiva Tetap Lain-Lain|2018|          200000000|          200000000|                  0|          200000000|||                  0|                  0
113101-PK08-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK08-6105006|By Perawatan Peralatan Kantor&Perabotan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK08-6108005|Telepon, Teleks dan Facsimile|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK08-6112001|Office Supplies & Perlengkapan Kantor|2018|           18000000|           18000000|           16500000|            1500000|2004709|MRA PERMINTAAN HT BSP|           16000000|                  0
113101-PK08-6112001||0000|                  0|                  0|                  0|                  0|2004725|MPNAT PERMINTAAN Kursi Tamu Indachi BSP|             500000|                  0
113101-PK08-6112006|Ongkos Percetakan dan Reproduksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK09|GM Research & Technology|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK09-1401004|Mesin|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK10|GM SCM & Quality Assurance|2018|           12000000|           12000000|                  0|           12000000|||                  0|                  0
113101-PK10-1401006|Peralatan|2018|           12000000|           12000000|                  0|           12000000|||                  0|                  0
113101-PK10-1401008|Aktiva Tetap Lain-lain|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK10-6112001|Office Supplies & Perlengkapan Kantor|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK12|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK12-6101005|Jasa Borongan Outsourcing Non Produksi|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK12-6111001|Biaya Pendidikan & Latihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK12-6111002|Biaya Pendidikan & Latihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK12-6111003|Biaya SPD Pelatihan Dalam Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK12-6111004|Biaya SPD Pelatihan Luar Negeri|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK13|Corporate Secretary|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK13-6112002|Langganan-langganan dan Penerbitan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113101-PK13-6112007|Biaya Bantuan Sosial|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113102|Manajemen Lingk Prwt  Pab Pengolahn Baja|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113102-PK06|GM Human Capital Planning & Development|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113102-PK07|GM Central Maintenance & Facilities|2018|                  0|                  0|                  0|                  0|||                  0|                  0
113102-PK07-1401006|Peralatan|2018|                  0|                  0|                  0|                  0|||                  0|                  0
