Material|Material Description|Sales Value (Rp)|Sales Value ($)|Billing Date|Billing Number|Net Weight|UoM|Dist. Channel|Invoice Value (Rp)|DP Value (Rp)|PPn Value (Rp)|PPh Value (Rp)|Invoice Value ($)|DP Value ($)|PPn Value ($)|PPh Value ($)
HCF|H R Coil Finished|               0,00|               0,00|20181002|8000262258|          9.620,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|   1.161.224.000,00|          76.965,95|20181003|8000262420|         19.440,000|TO|D0|   1.280.830.072,00|               0,00|     116.122.400,00|       3.483.672,00|          84.893,42|               0,00|           7.696,58|             230,89
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262420|         29.280,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262420|         29.360,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262420|         29.100,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262420|         19.040,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
PCF|H R P&O Coil Finished|     106.288.299,00|           7.044,79|20181003|8000262447|          9.880,000|TO|D0|     116.917.128,00|               0,00|      10.628.829,00|               0,00|           7.749,27|               0,00|             704,48|               0,00
HCF|H R Coil Finished|     179.584.000,00|          11.902,83|20181003|8000262421|          9.720,000|TO|D0|     198.081.152,00|               0,00|      17.958.400,00|         538.752,00|          13.128,82|               0,00|           1.190,28|              35,71
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262421|          9.800,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|     425.408.000,00|          28.196,03|20181003|8000262422|          9.100,000|TO|D0|     469.225.024,00|               0,00|      42.540.800,00|       1.276.224,00|          31.100,23|               0,00|           2.819,60|              84,60
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262422|          9.600,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262422|          8.640,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262422|          9.160,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262422|          9.740,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|     256.864.000,00|          17.024,96|20181003|8000262423|         27.920,000|TO|D0|     283.320.992,00|               0,00|      25.686.400,00|         770.592,00|          18.778,52|               0,00|           1.702,49|              51,07
HCF|H R Coil Finished|      85.928.000,00|           5.733,12|20181002|8000262259|          9.340,000|TO|D0|      94.778.584,00|               0,00|       8.592.800,00|         257.784,00|           6.323,63|               0,00|             573,31|              17,20
HCF|H R Coil Finished|   1.801.728.000,00|         119.418,54|20181003|8000262424|         18.880,000|TO|D0|   1.987.305.984,00|               0,00|     180.172.800,00|       5.405.184,00|         131.718,64|               0,00|          11.941,86|             358,24
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262424|         28.560,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
HCF|H R Coil Finished|               0,00|               0,00|20181003|8000262424|          9.540,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
